Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;BEVSTD__Bevoelkerungsstand__Anzahl
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT031;31-Jährige;1362258
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT032;32-Jährige;1398811
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT033;33-Jährige;1439408
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT034;34-Jährige;1450859
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT035;35-Jährige;1477274
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT036;36-Jährige;1469050
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT037;37-Jährige;1424872
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT038;38-Jährige;1404723
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT039;39-Jährige;1368060
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT040;40-Jährige;1326138
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT041;41-Jährige;1261066
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT042;42-Jährige;1238416
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT043;43-Jährige;1210553
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT044;44-Jährige;1177514
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT045;45-Jährige;1161536
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT046;46-Jährige;1128557
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT047;47-Jährige;1133521
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT048;48-Jährige;1113454
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT049;49-Jährige;1123726
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT050;50-Jährige;1087755
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT051;51-Jährige;1003191
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT052;52-Jährige;947557
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT053;53-Jährige;834565
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT054;54-Jährige;742176
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT055;55-Jährige;987985
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT056;56-Jährige;1006682
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT057;57-Jährige;981990
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT058;58-Jährige;1189781
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT059;59-Jährige;1258458
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT060;60-Jährige;1235197
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT061;61-Jährige;1153916
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT062;62-Jährige;1078082
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT063;63-Jährige;1049741
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT064;64-Jährige;1012960
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT065;65-Jährige;940888
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT066;66-Jährige;757258
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT067;67-Jährige;752064
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT068;68-Jährige;762724
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT069;69-Jährige;799984
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT070;70-Jährige;770179
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT071;71-Jährige;758324
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT072;72-Jährige;695572
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT073;73-Jährige;673646
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT074;74-Jährige;655313
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT075;75-Jährige;595573
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT076;76-Jährige;568893
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT077;77-Jährige;573642
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT078;78-Jährige;574718
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT079;79-Jährige;537637
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT080;80-Jährige;384281
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT081;81-Jährige;235001
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT082;82-Jährige;210078
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT083;83-Jährige;214385
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT084;84-Jährige;255958
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT085UM;85 Jahre und mehr;1635134
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.1999;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;;Insgesamt;82163475
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT000;unter 1 Jahr;766554
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT001;1-Jährige;772940
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT002;2-Jährige;789766
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT003;3-Jährige;814674
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT004;4-Jährige;799910
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT005;5-Jährige;773740
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT006;6-Jährige;782802
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT007;7-Jährige;814593
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT008;8-Jährige;834766
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT009;9-Jährige;867444
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT010;10-Jährige;955399
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT011;11-Jährige;945001
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT012;12-Jährige;972105
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT013;13-Jährige;951793
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT014;14-Jährige;935755
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT015;15-Jährige;905014
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT016;16-Jährige;904300
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT017;17-Jährige;913630
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT018;18-Jährige;942036
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT019;19-Jährige;947452
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT020;20-Jährige;963406
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT021;21-Jährige;922857
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT022;22-Jährige;920340
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT023;23-Jährige;921590
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT024;24-Jährige;916064
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT025;25-Jährige;898814
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT026;26-Jährige;918245
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT027;27-Jährige;935974
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT028;28-Jährige;1032886
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT029;29-Jährige;1147340
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT030;30-Jährige;1203587
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT031;31-Jährige;1296851
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT032;32-Jährige;1362199
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT033;33-Jährige;1398313
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT034;34-Jährige;1438889
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT035;35-Jährige;1450005
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT036;36-Jährige;1476581
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT037;37-Jährige;1468164
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT038;38-Jährige;1424090
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT039;39-Jährige;1403988
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT040;40-Jährige;1367322
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT041;41-Jährige;1325466
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT042;42-Jährige;1260096
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT043;43-Jährige;1237357
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT044;44-Jährige;1208956
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT045;45-Jährige;1176030
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT046;46-Jährige;1159795
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT047;47-Jährige;1126482
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT048;48-Jährige;1131138
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT049;49-Jährige;1110862
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT050;50-Jährige;1120698
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT051;51-Jährige;1084091
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT052;52-Jährige;999443
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT053;53-Jährige;943614
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT054;54-Jährige;830302
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT055;55-Jährige;737949
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT056;56-Jährige;981853
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT057;57-Jährige;999971
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT058;58-Jährige;975077
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT059;59-Jährige;1181002
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2000;DINSG;Deutschland insgesamt;DG;Deutschland;ALT013;Altersjahre;ALT060;60-Jährige;1247770
